5,728
5,299
5,3079
5,2560
5,1909
5,150
5,224
5,3728
5,229
5,6
5,3006
5,2858
5,1046
5,515
5,800
5,50
5,52
5,1191
5,1192
5,733
5,3081
5,377
5,2353
5,1268
5,3083
5,2427
5,3513
5,2428
5,2355
5,2282
5,3514
5,1554
5,1912
5,593
5,2359
5,2716
5,1485
5,2717
5,2571
5,2289
5,162
5,1127
5,3016
5,2070
5,1704
5,3163
5,2437
5,2291
5,1635
5,1279
5,2721
5,2723
5,1921
5,2725
5,1923
5,2580
5,3386
5,3744
5,968
5,896
5,3020
5,1788
5,318
5,176
5,461
5,608
5,1429
5,2159
5,1715
5,1643
5,3249
5,3176
5,1719
5,2806
5,2734
5,1649
5,321
5,2013
5,3100
5,2952
5,1213
5,1794
5,2599
5,1500
5,3105
5,2959
5,1509
5,1721
5,1722
5,1650
5,908
5,1580
5,1653
5,2384
5,1729
5,3476
5,2890
5,3113
5,2028
5,16
5,265
5,2029
5,194
5,551
5,1513
5,3046
5,2318
5,1517
5,1089
5,3260
5,913
5,1730
5,3408
5,3409
5,2607
5,1449
5,1732
5,1733
5,2390
5,1734
5,3266
5,3267
5,919
5,3624
5,2395
5,1594
5,2683
5,412
5,2759
5,994
5,1884
5,1885
5,272
5,24
5,3051
5,348
5,2323
5,1093
5,29
5,562
5,1095
5,1527
5,1529
5,3418
5,2188
5,497
5,202
5,1747
5,2908
5,2762
5,2692
5,1966
5,3499
5,353
5,32
5,1243
5,1897
5,1171
5,3786
5,34
5,356
5,357
5,36
5,714
6,2406
6,1101
6,3717
6,1030
6,1688
6,1035
6,3578
6,364
6,3501
6,3072
6,368
6,296
6,48
6,3074
6,1188
6,3508
6,588
6,1
6,1043
6,2858
6,377
6,590
6,595
6,597
6,383
6,2506
6,3524
6,1566
6,1569
6,2006
6,2081
6,2082
6,3600
6,3604
6,2802
6,3534
6,3536
6,1210
6,3753
6,3682
6,2017
6,3685
6,3610
6,1296
6,838
6,1007
6,1947
6,2966
6,266
6,17
6,3699
6,1441
6,1088
6,912
6,199
6,914
6,3408
6,1806
6,3624
6,2469
6,2396
6,2100
6,1959
6,2321
6,1380
6,920
6,569
6,1674
6,3565
6,1028
6,34
7,648
7,861
7,2916
7,3578
7,3793
7,1610
7,589
7,6
7,442
7,733
7,377
7,2353
7,1196
7,2571
7,380
7,1997
7,1270
7,457
7,1573
7,3753
7,3107
7,474
7,1722
7,3256
7,1580
7,110
7,1221
7,2028
7,480
7,349
7,3418
8,39
8,2336
8,288
8,3425
8,2268
8,1466
8,1393
8,1682
8,2916
8,506
8,508
8,3213
8,42
8,650
8,3500
8,296
8,3147
8,3148
8,2702
8,2278
8,1476
8,2490
8,589
8,1836
8,1693
8,150
8,151
8,1
8,510
8,4
8,3006
8,2858
8,1621
8,1265
8,733
8,377
8,3155
8,2427
8,58
8,2712
8,2429
8,1840
8,2571
8,1916
8,1488
8,230
8,1120
8,161
8,163
8,1411
8,524
8,1059
8,527
8,454
8,1701
8,1274
8,741
8,1704
8,1277
8,2291
8,1639
8,3528
8,2297
8,3386
8,2006
8,608
8,465
8,1711
8,538
8,393
8,2442
8,1357
8,73
8,3246
8,3173
8,1573
8,105
8,1210
8,1213
8,253
8,3105
8,3107
8,3250
8,3252
8,1721
8,476
8,3256
8,908
8,3257
8,1653
8,1580
8,110
8,111
8,3259
8,3186
8,1589
8,2023
8,14
8,2028
8,337
8,265
8,16
8,266
8,17
8,2314
8,2600
8,480
8,269
8,555
8,1801
8,3260
8,1730
8,1660
8,3265
8,1735
8,3267
8,3481
8,2396
8,2686
8,2688
8,345
8,2320
8,24
8,25
8,2324
8,349
8,562
8,2329
8,1810
8,2541
8,3418
8,1673
8,2908
8,1678
8,2692
8,1027
8,2699
8,282
8,36
9,2268
9,1466
9,1393
9,861
9,1682
9,3717
9,508
9,3793
9,720
9,367
9,47
9,3147
9,3148
9,1617
9,2278
9,223
9,150
9,3298
9,1
9,3006
9,2858
9,3948
9,50
9,1265
9,805
9,3510
9,377
9,1552
9,590
9,3513
9,2355
9,1912
9,593
9,2571
9,597
9,300
9,1777
9,162
9,524
9,3301
9,1343
9,527
9,3160
9,529
9,457
9,1704
9,745
9,3452
9,2294
9,1921
9,1639
9,1923
9,1784
9,1060
9,318
9,608
9,1356
9,1358
9,3178
9,3751
9,1210
9,3826
9,1213
9,3755
9,2599
9,2302
9,1500
9,2959
9,1148
9,2166
9,1721
9,3253
9,3255
9,1653
9,838
9,1584
9,1221
9,1223
9,2890
9,2028
9,3114
9,16
9,480
9,1089
9,912
9,1446
9,3408
9,3623
9,778
9,1669
9,3484
9,412
9,3916
9,994
9,1233
9,1307
9,25
9,2324
9,349
9,920
9,3270
9,2762
9,1961
9,2692
9,1310
9,428
10,2622
10,648
10,2628
10,3358
10,3359
10,1682
10,1756
10,1320
10,2124
10,2125
10,1250
10,2054
10,1252
10,1253
10,720
10,3868
10,1254
10,3869
10,1256
10,3500
10,1257
10,3501
10,2997
10,1259
10,653
10,1831
10,3363
10,586
10,587
10,3438
10,588
10,3439
10,589
10,1690
10,3296
10,223
10,150
10,2496
10,1
10,2497
10,2
10,2498
10,153
10,7
10,2133
10,2135
10,3948
10,2136
10,2137
10,1408
10,802
10,2138
10,1409
10,2067
10,1265
10,1339
10,1269
10,1196
10,590
10,1197
10,1198
10,2640
10,592
10,594
10,2716
10,595
10,2717
10,2571
10,596
10,3447
10,597
10,1918
10,2140
10,1411
10,2072
10,1270
10,1271
10,1345
10,2077
10,2078
10,1276
10,743
10,671
10,1278
10,745
10,3451
10,3525
10,1921
10,1923
10,1927
10,3386
10,2657
10,3388
10,1784
10,316
10,317
10,318
10,248
10,2080
10,2081
10,2082
10,1282
10,1356
10,1283
10,750
10,1357
10,2087
10,1286
10,1287
10,2804
10,3608
10,2662
10,3466
10,3100
10,2300
10,253
10,180
10,2599
10,2302
10,329
10,3034
10,3108
10,3035
10,186
10,2161
10,3037
10,2090
10,3039
10,2091
10,902
10,830
10,2093
10,1291
10,904
10,2094
10,1292
10,1293
10,2096
10,1294
10,765
10,3471
10,2746
10,1009
10,1947
10,1948
10,333
10,260
10,3114
10,2312
10,339
10,1513
10,2316
10,1441
10,1517
10,1371
10,2174
10,1372
10,912
10,913
10,1374
10,914
10,1375
10,915
10,1376
10,1377
10,916
10,918
10,919
10,1012
10,3481
10,2826
10,3629
10,1015
10,1016
10,1954
10,1019
10,1884
10,3489
10,1959
10,344
10,24
10,2321
10,275
10,2324
10,2252
10,277
10,1380
10,920
10,923
10,924
10,3701
10,3702
10,780
10,3703
10,1387
10,926
10,3704
10,1020
10,784
10,858
10,1022
10,2762
